[2026-02-21 01:13:51,240] 17 root - INFO - data loading started...
[2026-02-21 01:13:53,308] 20 root - INFO - data loading completed...
[2026-02-21 01:13:54,138] 1025 httpx - INFO - HTTP Request: GET https://generativelanguage.googleapis.com/v1beta/models/gemini-2.5-flash "HTTP/1.1 200 OK"
[2026-02-21 01:13:54,138] 22 root - INFO - 
[2026-02-21 01:13:54,838] 28 root - INFO - 
[2026-02-21 01:13:55,688] 1025 httpx - INFO - HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/text-embedding-004:batchEmbedContents "HTTP/1.1 404 Not Found"
[2026-02-21 01:14:52,804] 17 root - INFO - data loading started...
[2026-02-21 01:14:52,804] 20 root - INFO - data loading completed...
[2026-02-21 01:14:53,521] 1025 httpx - INFO - HTTP Request: GET https://generativelanguage.googleapis.com/v1beta/models/gemini-2.5-flash "HTTP/1.1 200 OK"
[2026-02-21 01:14:53,523] 22 root - INFO - 
[2026-02-21 01:14:54,010] 28 root - INFO - 
[2026-02-21 01:14:54,355] 1025 httpx - INFO - HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/text-embedding-004:batchEmbedContents "HTTP/1.1 404 Not Found"
[2026-02-21 01:17:30,679] 17 root - INFO - data loading started...
[2026-02-21 01:17:30,682] 20 root - INFO - data loading completed...
[2026-02-21 01:17:31,448] 1025 httpx - INFO - HTTP Request: GET https://generativelanguage.googleapis.com/v1beta/models/gemini-2.5-flash "HTTP/1.1 200 OK"
[2026-02-21 01:17:31,448] 22 root - INFO - 
[2026-02-21 01:17:31,982] 28 root - INFO - 
[2026-02-21 01:17:32,232] 1025 httpx - INFO - HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/text-embedding-004:batchEmbedContents "HTTP/1.1 404 Not Found"
[2026-02-21 01:22:05,741] 17 root - INFO - data loading started...
[2026-02-21 01:22:05,741] 20 root - INFO - data loading completed...
[2026-02-21 01:22:06,390] 1025 httpx - INFO - HTTP Request: GET https://generativelanguage.googleapis.com/v1beta/models/gemini-2.5-flash "HTTP/1.1 200 OK"
[2026-02-21 01:22:06,407] 22 root - INFO - 
[2026-02-21 01:22:06,907] 28 root - INFO - 
[2026-02-21 01:22:07,191] 1025 httpx - INFO - HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/text-embedding-004:batchEmbedContents "HTTP/1.1 404 Not Found"
[2026-02-21 01:25:51,402] 17 root - INFO - data loading started...
[2026-02-21 01:25:51,402] 20 root - INFO - data loading completed...
[2026-02-21 01:25:52,150] 1025 httpx - INFO - HTTP Request: GET https://generativelanguage.googleapis.com/v1beta/models/gemini-2.5-flash "HTTP/1.1 200 OK"
[2026-02-21 01:25:52,152] 22 root - INFO - 
[2026-02-21 01:25:52,617] 28 root - INFO - 
[2026-02-21 01:25:52,866] 1025 httpx - INFO - HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/text-embedding-004:batchEmbedContents "HTTP/1.1 404 Not Found"
